vélo;utilisateur;depart;heure départ;arrivée;heure arrivée
606;None;None;None;169;2010-01-01T10:00:00
607;None;None;None;164;2010-01-01T10:00:00
608;None;None;None;175;2010-01-01T10:00:00
609;None;None;None;85;2010-01-01T10:00:00
610;None;None;None;8;2010-01-01T10:00:00
611;None;None;None;58;2010-01-01T10:00:00
612;None;None;None;13;2010-01-01T10:00:00
613;None;None;None;66;2010-01-01T10:00:00
614;None;None;None;121;2010-01-01T10:00:00
615;None;None;None;136;2010-01-01T10:00:00
616;None;None;None;0;2010-01-01T10:00:00
617;None;None;None;36;2010-01-01T10:00:00
618;None;None;None;109;2010-01-01T10:00:00
619;None;None;None;61;2010-01-01T10:00:00
620;None;None;None;171;2010-01-01T10:00:00
621;None;None;None;8;2010-01-01T10:00:00
622;None;None;None;99;2010-01-01T10:00:00
623;None;None;None;51;2010-01-01T10:00:00
624;None;None;None;11;2010-01-01T10:00:00
625;None;None;None;45;2010-01-01T10:00:00
626;None;None;None;58;2010-01-01T10:00:00
627;None;None;None;24;2010-01-01T10:00:00
628;None;None;None;118;2010-01-01T10:00:00
629;None;None;None;63;2010-01-01T10:00:00
630;None;None;None;174;2010-01-01T10:00:00
631;None;None;None;32;2010-01-01T10:00:00
632;None;None;None;76;2010-01-01T10:00:00
633;None;None;None;108;2010-01-01T10:00:00
634;None;None;None;78;2010-01-01T10:00:00
635;None;None;None;3;2010-01-01T10:00:00
636;None;None;None;150;2010-01-01T10:00:00
637;None;None;None;92;2010-01-01T10:00:00
638;None;None;None;65;2010-01-01T10:00:00
639;None;None;None;166;2010-01-01T10:00:00
640;None;None;None;21;2010-01-01T10:00:00
641;None;None;None;26;2010-01-01T10:00:00
642;None;None;None;31;2010-01-01T10:00:00
643;None;None;None;70;2010-01-01T10:00:00
644;None;None;None;130;2010-01-01T10:00:00
645;None;None;None;42;2010-01-01T10:00:00
646;None;None;None;14;2010-01-01T10:00:00
647;None;None;None;61;2010-01-01T10:00:00
648;None;None;None;160;2010-01-01T10:00:00
649;None;None;None;22;2010-01-01T10:00:00
650;None;None;None;172;2010-01-01T10:00:00
651;None;None;None;46;2010-01-01T10:00:00
652;None;None;None;149;2010-01-01T10:00:00
653;None;None;None;31;2010-01-01T10:00:00
654;None;None;None;62;2010-01-01T10:00:00
655;None;None;None;157;2010-01-01T10:00:00
656;None;None;None;28;2010-01-01T10:00:00
657;None;None;None;125;2010-01-01T10:00:00
658;None;None;None;66;2010-01-01T10:00:00
659;None;None;None;104;2010-01-01T10:00:00
660;None;None;None;141;2010-01-01T10:00:00
661;None;None;None;165;2010-01-01T10:00:00
662;None;None;None;14;2010-01-01T10:00:00
663;None;None;None;87;2010-01-01T10:00:00
664;None;None;None;63;2010-01-01T10:00:00
665;None;None;None;26;2010-01-01T10:00:00
666;None;None;None;36;2010-01-01T10:00:00
667;None;None;None;70;2010-01-01T10:00:00
668;None;None;None;175;2010-01-01T10:00:00
669;None;None;None;31;2010-01-01T10:00:00
670;None;None;None;96;2010-01-01T10:00:00
671;None;None;None;37;2010-01-01T10:00:00
672;None;None;None;84;2010-01-01T10:00:00
673;None;None;None;147;2010-01-01T10:00:00
674;None;None;None;175;2010-01-01T10:00:00
675;None;None;None;169;2010-01-01T10:00:00
676;None;None;None;85;2010-01-01T10:00:00
677;None;None;None;173;2010-01-01T10:00:00
678;None;None;None;155;2010-01-01T10:00:00
679;None;None;None;144;2010-01-01T10:00:00
680;None;None;None;141;2010-01-01T10:00:00
681;None;None;None;101;2010-01-01T10:00:00
682;None;None;None;108;2010-01-01T10:00:00
683;None;None;None;33;2010-01-01T10:00:00
684;None;None;None;141;2010-01-01T10:00:00
685;None;None;None;90;2010-01-01T10:00:00
686;None;None;None;100;2010-01-01T10:00:00
687;None;None;None;19;2010-01-01T10:00:00
688;None;None;None;124;2010-01-01T10:00:00
689;None;None;None;35;2010-01-01T10:00:00
690;None;None;None;111;2010-01-01T10:00:00
691;None;None;None;75;2010-01-01T10:00:00
692;None;None;None;166;2010-01-01T10:00:00
693;None;None;None;20;2010-01-01T10:00:00
694;None;None;None;166;2010-01-01T10:00:00
695;None;None;None;113;2010-01-01T10:00:00
696;None;None;None;18;2010-01-01T10:00:00
697;None;None;None;86;2010-01-01T10:00:00
698;None;None;None;8;2010-01-01T10:00:00
699;None;None;None;136;2010-01-01T10:00:00
700;None;None;None;166;2010-01-01T10:00:00
701;None;None;None;27;2010-01-01T10:00:00
702;None;None;None;16;2010-01-01T10:00:00
703;None;None;None;175;2010-01-01T10:00:00
704;None;None;None;29;2010-01-01T10:00:00
705;None;None;None;118;2010-01-01T10:00:00
706;None;None;None;116;2010-01-01T10:00:00
707;None;None;None;69;2010-01-01T10:00:00
708;None;None;None;160;2010-01-01T10:00:00
709;None;None;None;123;2010-01-01T10:00:00
710;None;None;None;6;2010-01-01T10:00:00
711;None;None;None;28;2010-01-01T10:00:00
712;None;None;None;64;2010-01-01T10:00:00
713;None;None;None;102;2010-01-01T10:00:00
714;None;None;None;9;2010-01-01T10:00:00
715;None;None;None;74;2010-01-01T10:00:00
716;None;None;None;112;2010-01-01T10:00:00
717;None;None;None;82;2010-01-01T10:00:00
718;None;None;None;4;2010-01-01T10:00:00
719;None;None;None;166;2010-01-01T10:00:00
720;None;None;None;109;2010-01-01T10:00:00
721;None;None;None;121;2010-01-01T10:00:00
722;None;None;None;37;2010-01-01T10:00:00
723;None;None;None;120;2010-01-01T10:00:00
724;None;None;None;128;2010-01-01T10:00:00
725;None;None;None;145;2010-01-01T10:00:00
726;None;None;None;105;2010-01-01T10:00:00
727;None;None;None;149;2010-01-01T10:00:00
728;None;None;None;28;2010-01-01T10:00:00
729;None;None;None;150;2010-01-01T10:00:00
730;None;None;None;110;2010-01-01T10:00:00
731;None;None;None;37;2010-01-01T10:00:00
732;None;None;None;85;2010-01-01T10:00:00
733;None;None;None;54;2010-01-01T10:00:00
734;None;None;None;49;2010-01-01T10:00:00
735;None;None;None;168;2010-01-01T10:00:00
736;None;None;None;99;2010-01-01T10:00:00
737;None;None;None;168;2010-01-01T10:00:00
738;None;None;None;48;2010-01-01T10:00:00
739;None;None;None;3;2010-01-01T10:00:00
740;None;None;None;147;2010-01-01T10:00:00
741;None;None;None;2;2010-01-01T10:00:00
742;None;None;None;157;2010-01-01T10:00:00
743;None;None;None;22;2010-01-01T10:00:00
744;None;None;None;20;2010-01-01T10:00:00
745;None;None;None;119;2010-01-01T10:00:00
746;None;None;None;129;2010-01-01T10:00:00
747;None;None;None;8;2010-01-01T10:00:00
748;None;None;None;59;2010-01-01T10:00:00
749;None;None;None;57;2010-01-01T10:00:00
750;None;None;None;8;2010-01-01T10:00:00
751;None;None;None;147;2010-01-01T10:00:00
752;None;None;None;111;2010-01-01T10:00:00
753;None;None;None;20;2010-01-01T10:00:00
754;None;None;None;27;2010-01-01T10:00:00
755;None;None;None;40;2010-01-01T10:00:00
756;None;None;None;50;2010-01-01T10:00:00
757;None;None;None;136;2010-01-01T10:00:00
758;None;None;None;59;2010-01-01T10:00:00
759;None;None;None;14;2010-01-01T10:00:00
760;None;None;None;141;2010-01-01T10:00:00
761;None;None;None;127;2010-01-01T10:00:00
762;None;None;None;13;2010-01-01T10:00:00
763;None;None;None;62;2010-01-01T10:00:00
764;None;None;None;18;2010-01-01T10:00:00
765;None;None;None;113;2010-01-01T10:00:00
766;None;None;None;35;2010-01-01T10:00:00
767;None;None;None;33;2010-01-01T10:00:00
768;None;None;None;177;2010-01-01T10:00:00
769;None;None;None;115;2010-01-01T10:00:00
770;None;None;None;158;2010-01-01T10:00:00
771;None;None;None;161;2010-01-01T10:00:00
772;None;None;None;79;2010-01-01T10:00:00
773;None;None;None;107;2010-01-01T10:00:00
774;None;None;None;18;2010-01-01T10:00:00
775;None;None;None;114;2010-01-01T10:00:00
776;None;None;None;150;2010-01-01T10:00:00
777;None;None;None;116;2010-01-01T10:00:00
778;None;None;None;47;2010-01-01T10:00:00
779;None;None;None;176;2010-01-01T10:00:00
780;None;None;None;2;2010-01-01T10:00:00
781;None;None;None;8;2010-01-01T10:00:00
782;None;None;None;141;2010-01-01T10:00:00
783;None;None;None;172;2010-01-01T10:00:00
784;None;None;None;135;2010-01-01T10:00:00
785;None;None;None;101;2010-01-01T10:00:00
786;None;None;None;150;2010-01-01T10:00:00
787;None;None;None;151;2010-01-01T10:00:00
788;None;None;None;39;2010-01-01T10:00:00
789;None;None;None;19;2010-01-01T10:00:00
790;None;None;None;142;2010-01-01T10:00:00
791;None;None;None;136;2010-01-01T10:00:00
792;None;None;None;25;2010-01-01T10:00:00
793;None;None;None;99;2010-01-01T10:00:00
794;None;None;None;129;2010-01-01T10:00:00
795;None;None;None;83;2010-01-01T10:00:00
796;None;None;None;29;2010-01-01T10:00:00
797;None;None;None;10;2010-01-01T10:00:00
798;None;None;None;9;2010-01-01T10:00:00
799;None;None;None;56;2010-01-01T10:00:00
800;None;None;None;10;2010-01-01T10:00:00
801;None;None;None;150;2010-01-01T10:00:00
802;None;None;None;10;2010-01-01T10:00:00
803;None;None;None;13;2010-01-01T10:00:00
804;None;None;None;15;2010-01-01T10:00:00
805;None;None;None;73;2010-01-01T10:00:00
806;None;None;None;109;2010-01-01T10:00:00
807;None;None;None;23;2010-01-01T10:00:00
808;None;None;None;140;2010-01-01T10:00:00
809;None;None;None;146;2010-01-01T10:00:00
810;None;None;None;32;2010-01-01T10:00:00
811;None;None;None;91;2010-01-01T10:00:00
812;None;None;None;168;2010-01-01T10:00:00
813;None;None;None;64;2010-01-01T10:00:00
814;None;None;None;1;2010-01-01T10:00:00
815;None;None;None;115;2010-01-01T10:00:00
816;None;None;None;60;2010-01-01T10:00:00
817;None;None;None;46;2010-01-01T10:00:00
818;None;None;None;71;2010-01-01T10:00:00
819;None;None;None;141;2010-01-01T10:00:00
820;None;None;None;49;2010-01-01T10:00:00
821;None;None;None;47;2010-01-01T10:00:00
822;None;None;None;62;2010-01-01T10:00:00
823;None;None;None;163;2010-01-01T10:00:00
824;None;None;None;144;2010-01-01T10:00:00
825;None;None;None;160;2010-01-01T10:00:00
826;None;None;None;171;2010-01-01T10:00:00
827;None;None;None;99;2010-01-01T10:00:00
828;None;None;None;27;2010-01-01T10:00:00
829;None;None;None;122;2010-01-01T10:00:00
830;None;None;None;63;2010-01-01T10:00:00
831;None;None;None;113;2010-01-01T10:00:00
832;None;None;None;50;2010-01-01T10:00:00
833;None;None;None;155;2010-01-01T10:00:00
834;None;None;None;38;2010-01-01T10:00:00
835;None;None;None;6;2010-01-01T10:00:00
836;None;None;None;106;2010-01-01T10:00:00
837;None;None;None;25;2010-01-01T10:00:00
838;None;None;None;136;2010-01-01T10:00:00
839;None;None;None;19;2010-01-01T10:00:00
840;None;None;None;102;2010-01-01T10:00:00
841;None;None;None;111;2010-01-01T10:00:00
842;None;None;None;161;2010-01-01T10:00:00
843;None;None;None;176;2010-01-01T10:00:00
844;None;None;None;139;2010-01-01T10:00:00
845;None;None;None;112;2010-01-01T10:00:00
846;None;None;None;44;2010-01-01T10:00:00
847;None;None;None;53;2010-01-01T10:00:00
848;None;None;None;103;2010-01-01T10:00:00
849;None;None;None;146;2010-01-01T10:00:00
850;None;None;None;93;2010-01-01T10:00:00
851;None;None;None;136;2010-01-01T10:00:00
852;None;None;None;147;2010-01-01T10:00:00
853;None;None;None;144;2010-01-01T10:00:00
854;None;None;None;35;2010-01-01T10:00:00
855;None;None;None;123;2010-01-01T10:00:00
856;None;None;None;44;2010-01-01T10:00:00
857;None;None;None;121;2010-01-01T10:00:00
858;None;None;None;136;2010-01-01T10:00:00
859;None;None;None;129;2010-01-01T10:00:00
860;None;None;None;134;2010-01-01T10:00:00
861;None;None;None;80;2010-01-01T10:00:00
862;None;None;None;117;2010-01-01T10:00:00
863;None;None;None;92;2010-01-01T10:00:00
864;None;None;None;148;2010-01-01T10:00:00
865;None;None;None;48;2010-01-01T10:00:00
866;None;None;None;17;2010-01-01T10:00:00
867;None;None;None;36;2010-01-01T10:00:00
868;None;None;None;96;2010-01-01T10:00:00
869;None;None;None;48;2010-01-01T10:00:00
870;None;None;None;38;2010-01-01T10:00:00
871;None;None;None;118;2010-01-01T10:00:00
872;None;None;None;120;2010-01-01T10:00:00
873;None;None;None;151;2010-01-01T10:00:00
874;None;None;None;145;2010-01-01T10:00:00
875;None;None;None;1;2010-01-01T10:00:00
876;None;None;None;17;2010-01-01T10:00:00
877;None;None;None;28;2010-01-01T10:00:00
878;None;None;None;71;2010-01-01T10:00:00
879;None;None;None;3;2010-01-01T10:00:00
880;None;None;None;177;2010-01-01T10:00:00
881;None;None;None;8;2010-01-01T10:00:00
882;None;None;None;133;2010-01-01T10:00:00
883;None;None;None;81;2010-01-01T10:00:00
884;None;None;None;23;2010-01-01T10:00:00
885;None;None;None;30;2010-01-01T10:00:00
886;None;None;None;111;2010-01-01T10:00:00
887;None;None;None;177;2010-01-01T10:00:00
888;None;None;None;45;2010-01-01T10:00:00
889;None;None;None;22;2010-01-01T10:00:00
890;None;None;None;85;2010-01-01T10:00:00
891;None;None;None;85;2010-01-01T10:00:00
892;None;None;None;156;2010-01-01T10:00:00
893;None;None;None;38;2010-01-01T10:00:00
894;None;None;None;117;2010-01-01T10:00:00
895;None;None;None;138;2010-01-01T10:00:00
896;None;None;None;161;2010-01-01T10:00:00
897;None;None;None;65;2010-01-01T10:00:00
898;None;None;None;46;2010-01-01T10:00:00
899;None;None;None;18;2010-01-01T10:00:00
900;None;None;None;176;2010-01-01T10:00:00
901;None;None;None;78;2010-01-01T10:00:00
902;None;None;None;2;2010-01-01T10:00:00
903;None;None;None;100;2010-01-01T10:00:00
904;None;None;None;57;2010-01-01T10:00:00
905;None;None;None;51;2010-01-01T10:00:00
906;None;None;None;23;2010-01-01T10:00:00
907;None;None;None;10;2010-01-01T10:00:00
908;None;None;None;70;2010-01-01T10:00:00
909;None;None;None;157;2010-01-01T10:00:00
910;None;None;None;109;2010-01-01T10:00:00
911;None;None;None;135;2010-01-01T10:00:00
912;None;None;None;64;2010-01-01T10:00:00
913;None;None;None;64;2010-01-01T10:00:00
914;None;None;None;73;2010-01-01T10:00:00
915;None;None;None;97;2010-01-01T10:00:00
916;None;None;None;67;2010-01-01T10:00:00
917;None;None;None;142;2010-01-01T10:00:00
918;None;None;None;82;2010-01-01T10:00:00
919;None;None;None;65;2010-01-01T10:00:00
920;None;None;None;102;2010-01-01T10:00:00
921;None;None;None;90;2010-01-01T10:00:00
922;None;None;None;101;2010-01-01T10:00:00
923;None;None;None;18;2010-01-01T10:00:00
924;None;None;None;124;2010-01-01T10:00:00
925;None;None;None;117;2010-01-01T10:00:00
926;None;None;None;5;2010-01-01T10:00:00
927;None;None;None;81;2010-01-01T10:00:00
928;None;None;None;97;2010-01-01T10:00:00
929;None;None;None;43;2010-01-01T10:00:00
930;None;None;None;113;2010-01-01T10:00:00
931;None;None;None;144;2010-01-01T10:00:00
932;None;None;None;122;2010-01-01T10:00:00
933;None;None;None;54;2010-01-01T10:00:00
934;None;None;None;120;2010-01-01T10:00:00
935;None;None;None;171;2010-01-01T10:00:00
936;None;None;None;44;2010-01-01T10:00:00
937;None;None;None;176;2010-01-01T10:00:00
938;None;None;None;12;2010-01-01T10:00:00
939;None;None;None;74;2010-01-01T10:00:00
940;None;None;None;152;2010-01-01T10:00:00
941;None;None;None;90;2010-01-01T10:00:00
942;None;None;None;91;2010-01-01T10:00:00
943;None;None;None;32;2010-01-01T10:00:00
944;None;None;None;31;2010-01-01T10:00:00
945;None;None;None;86;2010-01-01T10:00:00
946;None;None;None;50;2010-01-01T10:00:00
947;None;None;None;162;2010-01-01T10:00:00
948;None;None;None;156;2010-01-01T10:00:00
949;None;None;None;30;2010-01-01T10:00:00
950;None;None;None;25;2010-01-01T10:00:00
951;None;None;None;78;2010-01-01T10:00:00
952;None;None;None;67;2010-01-01T10:00:00
953;None;None;None;130;2010-01-01T10:00:00
954;None;None;None;129;2010-01-01T10:00:00
955;None;None;None;78;2010-01-01T10:00:00
956;None;None;None;163;2010-01-01T10:00:00
957;None;None;None;100;2010-01-01T10:00:00
958;None;None;None;33;2010-01-01T10:00:00
959;None;None;None;57;2010-01-01T10:00:00
960;None;None;None;134;2010-01-01T10:00:00
961;None;None;None;8;2010-01-01T10:00:00
962;None;None;None;14;2010-01-01T10:00:00
963;None;None;None;4;2010-01-01T10:00:00
964;None;None;None;36;2010-01-01T10:00:00
965;None;None;None;63;2010-01-01T10:00:00
966;None;None;None;59;2010-01-01T10:00:00
967;None;None;None;2;2010-01-01T10:00:00
968;None;None;None;76;2010-01-01T10:00:00
969;None;None;None;45;2010-01-01T10:00:00
970;None;None;None;114;2010-01-01T10:00:00
971;None;None;None;48;2010-01-01T10:00:00
972;None;None;None;113;2010-01-01T10:00:00
973;None;None;None;79;2010-01-01T10:00:00
974;None;None;None;60;2010-01-01T10:00:00
975;None;None;None;96;2010-01-01T10:00:00
976;None;None;None;67;2010-01-01T10:00:00
977;None;None;None;45;2010-01-01T10:00:00
978;None;None;None;20;2010-01-01T10:00:00
979;None;None;None;80;2010-01-01T10:00:00
980;None;None;None;160;2010-01-01T10:00:00
981;None;None;None;173;2010-01-01T10:00:00
982;None;None;None;123;2010-01-01T10:00:00
983;None;None;None;79;2010-01-01T10:00:00
984;None;None;None;92;2010-01-01T10:00:00
985;None;None;None;161;2010-01-01T10:00:00
986;None;None;None;38;2010-01-01T10:00:00
987;None;None;None;177;2010-01-01T10:00:00
988;None;None;None;90;2010-01-01T10:00:00
989;None;None;None;53;2010-01-01T10:00:00
990;None;None;None;98;2010-01-01T10:00:00
991;None;None;None;12;2010-01-01T10:00:00
992;None;None;None;10;2010-01-01T10:00:00
993;None;None;None;130;2010-01-01T10:00:00
994;None;None;None;153;2010-01-01T10:00:00
995;None;None;None;44;2010-01-01T10:00:00
996;None;None;None;29;2010-01-01T10:00:00
997;None;None;None;55;2010-01-01T10:00:00
998;None;None;None;40;2010-01-01T10:00:00
999;None;None;None;60;2010-01-01T10:00:00
1000;None;None;None;11;2010-01-01T10:00:00
1001;None;None;None;123;2010-01-01T10:00:00
1002;None;None;None;107;2010-01-01T10:00:00
1003;None;None;None;26;2010-01-01T10:00:00
1004;None;None;None;115;2010-01-01T10:00:00
1005;None;None;None;163;2010-01-01T10:00:00
1006;None;None;None;41;2010-01-01T10:00:00
1007;None;None;None;154;2010-01-01T10:00:00
1008;None;None;None;10;2010-01-01T10:00:00
1009;None;None;None;162;2010-01-01T10:00:00
1010;None;None;None;112;2010-01-01T10:00:00
1011;None;None;None;82;2010-01-01T10:00:00
1012;None;None;None;147;2010-01-01T10:00:00
1013;None;None;None;9;2010-01-01T10:00:00
1014;None;None;None;44;2010-01-01T10:00:00
1015;None;None;None;23;2010-01-01T10:00:00
1016;None;None;None;28;2010-01-01T10:00:00
1017;None;None;None;121;2010-01-01T10:00:00
1018;None;None;None;56;2010-01-01T10:00:00
1019;None;None;None;166;2010-01-01T10:00:00
1020;None;None;None;173;2010-01-01T10:00:00
1021;None;None;None;167;2010-01-01T10:00:00
1022;None;None;None;153;2010-01-01T10:00:00
1023;None;None;None;175;2010-01-01T10:00:00
1024;None;None;None;124;2010-01-01T10:00:00
1025;None;None;None;29;2010-01-01T10:00:00
1026;None;None;None;131;2010-01-01T10:00:00
1027;None;None;None;167;2010-01-01T10:00:00
1028;None;None;None;84;2010-01-01T10:00:00
1029;None;None;None;10;2010-01-01T10:00:00
1030;None;None;None;26;2010-01-01T10:00:00
1031;None;None;None;145;2010-01-01T10:00:00
1032;None;None;None;127;2010-01-01T10:00:00
1033;None;None;None;107;2010-01-01T10:00:00
1034;None;None;None;85;2010-01-01T10:00:00
1035;None;None;None;151;2010-01-01T10:00:00
1036;None;None;None;136;2010-01-01T10:00:00
1037;None;None;None;4;2010-01-01T10:00:00
1038;None;None;None;6;2010-01-01T10:00:00
1039;None;None;None;167;2010-01-01T10:00:00
1040;None;None;None;45;2010-01-01T10:00:00
1041;None;None;None;21;2010-01-01T10:00:00
1042;None;None;None;113;2010-01-01T10:00:00
1043;None;None;None;57;2010-01-01T10:00:00
1044;None;None;None;122;2010-01-01T10:00:00
1045;None;None;None;90;2010-01-01T10:00:00
1046;None;None;None;157;2010-01-01T10:00:00
1047;None;None;None;52;2010-01-01T10:00:00
1048;None;None;None;134;2010-01-01T10:00:00
1049;None;None;None;9;2010-01-01T10:00:00
1050;None;None;None;47;2010-01-01T10:00:00
1051;None;None;None;3;2010-01-01T10:00:00
1052;None;None;None;23;2010-01-01T10:00:00
1053;None;None;None;46;2010-01-01T10:00:00
1054;None;None;None;129;2010-01-01T10:00:00
1055;None;None;None;117;2010-01-01T10:00:00
1056;None;None;None;44;2010-01-01T10:00:00
1057;None;None;None;74;2010-01-01T10:00:00
1058;None;None;None;112;2010-01-01T10:00:00
1059;None;None;None;44;2010-01-01T10:00:00
1060;None;None;None;90;2010-01-01T10:00:00
1061;None;None;None;82;2010-01-01T10:00:00
